batsman_id_,season_,bowling_team_,venue_id_,bowled_sum,caught_sum,caught and bowled_sum,hit wicket_sum,lbw_sum,obstructing the field_sum,retired hurt_sum,run out_sum,stumped_sum,is_dismissed_sum,innings_sum,deliveries_sum,batsman_runs_sum,batsman_runs_amax,50s_sum,100s_sum,not_outs_sum,average_runs_,strike_rate_,batsman_id,season,bowling_team,venue_id,0_runs,1_runs,2_runs,3_runs,4_runs,6_runs
1,2008,RR,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,12,12,0,0,0,12.0,150.0,1,2008,RR,5,2,4,0,0,2,0
1,2008,RR,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,1,1,0,0,0,1.0,14.285714285714286,1,2008,RR,6,6,1,0,0,0,0
1,2008,RR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16,29,29,0,0,1,29.0,181.25,1,2008,RR,10,2,9,2,0,1,2
1,2009,DC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,22,22,22,0,0,0,22.0,100.0,1,2009,DC,13,8,12,0,0,1,1
1,2009,DC,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,37,58,58,1,0,1,58.0,156.75675675675674,1,2009,DC,15,4,24,2,0,6,1
1,2009,DD,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,5,5,0,0,0,5.0,71.42857142857143,1,2009,DD,13,2,5,0,0,0,0
1,2009,DD,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,6,6,0,0,0,6.0,85.71428571428571,1,2009,DD,16,2,4,1,0,0,0
1,2009,KKR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,27,40,40,0,0,1,40.0,148.14814814814815,1,2009,KKR,14,6,14,2,0,4,1
1,2009,KXI,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,2,0,0,0,2.0,100.0,1,2009,KXI,13,1,0,1,0,0,0
1,2009,KXI,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,27,56,56,1,0,1,56.0,207.40740740740742,1,2009,KXI,14,6,8,4,0,7,2
1,2009,MI,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,36,36,0,0,0,36.0,138.46153846153845,1,2009,MI,11,5,16,2,0,1,2
1,2009,MI,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,22,23,23,0,0,1,23.0,104.54545454545455,1,2009,MI,12,8,9,3,0,2,0
1,2009,RCB,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,16,16,0,0,0,16.0,114.28571428571429,1,2009,RCB,12,3,10,0,0,0,1
1,2009,RCB,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,18,18,0,0,0,18.0,94.73684210526316,1,2009,RCB,13,6,10,2,0,1,0
1,2009,RCB,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,30,28,28,0,0,0,28.0,93.33333333333333,1,2009,RCB,16,8,17,4,1,0,0
1,2009,RR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19,22,22,0,0,1,22.0,115.78947368421052,1,2009,RR,14,5,10,3,0,0,1
1,2010,DC,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,29,42,42,0,0,0,42.0,144.82758620689654,1,2010,DC,5,7,16,1,0,3,2
1,2010,DC,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,30,30,30,0,0,0,30.0,100.0,1,2010,DC,10,11,14,2,0,3,0
1,2010,DC,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,7,7,0,0,0,7.0,53.84615384615385,1,2010,DC,22,7,5,1,0,0,0
1,2010,DD,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0.0,0.0,1,2010,DD,5,2,0,0,0,0,0
1,2010,KKR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,32,66,66,1,0,1,66.0,206.25,1,2010,KKR,3,6,10,7,0,6,3
1,2010,KXI,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,27,54,54,1,0,1,54.0,200.0,1,2010,KXI,23,1,16,3,0,5,2
1,2010,MI,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,18,31,31,0,0,0,31.0,172.22222222222223,1,2010,MI,5,2,9,3,0,4,0
1,2010,MI,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,15,22,22,0,0,0,22.0,146.66666666666666,1,2010,MI,10,4,8,0,0,2,1
1,2010,RCB,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,14,14,0,0,0,14.0,73.6842105263158,1,2010,RCB,5,10,6,2,0,1,0
1,2010,RR,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0.0,0.0,1,2010,RR,5,1,0,0,0,0,0
1,2010,RR,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,18,21,21,0,0,0,21.0,116.66666666666667,1,2010,RR,20,4,11,1,0,2,0
1,2011,DC,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,20,21,21,0,0,0,21.0,105.0,1,2011,DC,5,8,9,1,0,1,1
1,2011,DD,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,30,63,63,1,0,1,63.0,210.0,1,2011,DD,5,3,17,1,0,5,4
1,2011,KKR,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,21,29,29,0,0,0,29.0,138.0952380952381,1,2011,KKR,5,2,15,2,0,1,1
1,2011,KTK,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,9,9,0,0,0,9.0,150.0,1,2011,KTK,5,1,3,1,0,1,0
1,2011,KTK,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,14,14,0,0,1,14.0,116.66666666666667,1,2011,KTK,24,6,4,0,0,1,1
1,2011,KXI,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,42,42,0,0,0,42.0,221.05263157894737,1,2011,KXI,9,3,6,4,0,4,2
1,2011,MI,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,3,3,0,0,0,3.0,50.0,1,2011,MI,1,4,1,1,0,0,0
1,2011,PW,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,21,26,26,0,0,0,26.0,123.80952380952381,1,2011,PW,5,8,9,0,1,2,1
1,2011,RCB,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,29,29,0,0,0,29.0,152.6315789473684,1,2011,RCB,1,5,9,1,0,3,1
1,2011,RCB,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,29,44,22,0,0,0,22.0,151.72413793103448,1,2011,RCB,5,8,12,5,0,1,3
1,2011,RCB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,40,70,70,1,0,1,70.0,175.0,1,2011,RCB,7,12,16,3,0,3,6
1,2011,RR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19,41,41,0,0,1,41.0,215.78947368421052,1,2011,RR,6,5,5,3,0,3,3
1,2012,DC,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,33,33,0,0,0,33.0,126.92307692307692,1,2012,DC,5,5,14,4,1,2,0
1,2012,DC,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,7,7,0,0,0,7.0,77.77777777777777,1,2012,DC,25,5,1,3,0,0,0
1,2012,DD,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,18,11,11,0,0,0,11.0,61.111111111111114,1,2012,DD,2,8,9,1,0,0,0
1,2012,DD,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,23,23,0,0,0,23.0,230.0,1,2012,DD,5,1,5,1,0,1,2
1,2012,KKR,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,21,28,28,0,0,0,28.0,133.33333333333334,1,2012,KKR,3,8,8,1,0,3,1
1,2012,KKR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,37,48,34,0,0,2,24.0,129.72972972972974,1,2012,KKR,5,7,20,6,0,4,0
1,2012,KXI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,4,1,1,0,0,0,1.0,25.0,1,2012,KXI,5,3,1,0,0,0,0
1,2012,KXI,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,16,6,6,0,0,0,6.0,37.5,1,2012,KXI,23,13,2,0,0,1,0
1,2012,MI,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,25,25,0,0,0,25.0,178.57142857142858,1,2012,MI,1,2,7,2,0,2,1
1,2012,MI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,6,4,4,0,0,0,4.0,66.66666666666667,1,2012,MI,5,2,4,0,0,0,0
1,2012,MI,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,20,51,51,1,0,1,51.0,255.0,1,2012,MI,7,1,7,4,0,6,2
1,2012,PW,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,28,28,0,0,1,28.0,233.33333333333334,1,2012,PW,5,0,6,2,0,3,1
1,2012,PW,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,27,25,25,0,0,0,25.0,92.5925925925926,1,2012,PW,26,7,17,2,0,1,0
1,2012,RCB,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,22,39,39,0,0,0,39.0,177.27272727272728,1,2012,RCB,5,3,9,7,0,1,2
1,2012,RR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,15,15,0,0,1,15.0,125.0,1,2012,RR,5,3,5,3,0,1,0
1,2012,RR,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,16,10,10,0,0,0,10.0,62.5,1,2012,RR,6,10,4,1,0,1,0
1,2013,DD,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,23,44,44,0,0,0,44.0,191.30434782608697,1,2013,DD,2,3,10,4,0,5,1
1,2013,DD,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,34,58,58,1,0,1,58.0,170.58823529411765,1,2013,DD,5,8,15,4,1,2,4
1,2013,KKR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,7,9,9,0,0,0,9.0,128.57142857142858,1,2013,KKR,3,0,6,0,1,0,0
1,2013,KKR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11,18,18,0,0,1,18.0,163.63636363636363,1,2013,KKR,5,2,6,1,0,1,1
1,2013,KXI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,2,2,0,0,0,2.0,100.0,1,2013,KXI,5,0,2,0,0,0,0
1,2013,MI,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,12,10,10,0,0,0,10.0,83.33333333333333,1,2013,MI,1,6,4,1,0,1,0
1,2013,MI,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,45,63,63,1,0,1,63.0,140.0,1,2013,MI,3,19,15,3,0,3,5
1,2013,MI,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,51,51,1,0,0,51.0,196.15384615384616,1,2013,MI,5,6,11,1,0,5,3
1,2013,PW,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,10,10,0,0,0,10.0,76.92307692307692,1,2013,PW,5,5,7,0,1,0,0
1,2013,PW,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16,45,45,0,0,1,45.0,281.25,1,2013,PW,26,1,5,3,0,4,3
1,2013,RCB,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,22,32,32,0,0,0,32.0,145.45454545454547,1,2013,RCB,5,5,12,2,0,1,2
1,2013,RCB,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,24,24,0,0,0,24.0,240.0,1,2013,RCB,7,2,4,0,0,2,2
1,2013,RR,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,16,21,21,0,0,0,21.0,131.25,1,2013,RR,5,3,7,5,0,1,0
1,2013,RR,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,2,0,0,0,2.0,66.66666666666667,1,2013,RR,6,2,0,1,0,0,0
1,2013,SRH,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,2,0,0,0,2.0,100.0,1,2013,SRH,4,1,0,1,0,0,0
1,2013,SRH,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,36,67,67,1,0,1,67.0,186.11111111111111,1,2013,SRH,5,13,9,3,0,7,4
1,2014,DD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5,12,12,0,0,1,12.0,240.0,1,2014,DD,2,2,0,1,0,1,1
1,2014,DD,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,32,32,0,0,0,32.0,228.57142857142858,1,2014,DD,29,2,4,4,0,2,2
1,2014,KKR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14,21,21,0,0,1,21.0,150.0,1,2014,KKR,3,4,5,3,0,1,1
1,2014,KKR,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14,22,22,0,0,1,22.0,157.14285714285714,1,2014,KKR,28,1,10,1,0,1,1
1,2014,KXI,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,29,42,42,0,0,1,42.0,144.82758620689654,1,2014,KXI,1,12,10,1,0,3,3
1,2014,KXI,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20,23,23,0,0,0,23.0,115.0,1,2014,KXI,21,6,9,4,0,0,1
1,2014,KXI,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11,26,26,0,0,0,26.0,236.36363636363637,1,2014,KXI,29,1,4,2,0,3,1
1,2014,MI,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11,22,22,0,0,1,22.0,200.0,1,2014,MI,1,0,6,3,0,1,1
1,2014,MI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,8,14,14,0,0,1,14.0,175.0,1,2014,MI,31,2,4,0,0,1,1
1,2014,RCB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,27,49,49,0,0,1,49.0,181.4814814814815,1,2014,RCB,7,6,13,1,0,4,3
1,2014,RCB,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,7,7,0,0,0,7.0,116.66666666666667,1,2014,RCB,28,3,1,1,0,1,0
1,2014,RR,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16,26,26,0,0,1,26.0,162.5,1,2014,RR,28,3,7,3,1,1,1
1,2014,RR,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,5,5,0,0,0,5.0,62.5,1,2014,RR,31,3,5,0,0,0,0
1,2014,SRH,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,39,57,57,1,0,1,57.0,146.15384615384616,1,2014,SRH,28,14,14,4,1,2,4
1,2014,SRH,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13,13,13,0,0,1,13.0,100.0,1,2014,SRH,30,3,9,0,0,1,0
1,2015,DD,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,30,30,0,0,0,30.0,115.38461538461539,1,2015,DD,5,11,10,2,0,1,2
1,2015,DD,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,22,27,27,0,0,0,27.0,122.72727272727273,1,2015,DD,27,10,7,1,0,3,1
1,2015,KKR,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,1,1,0,0,0,1.0,25.0,1,2015,KKR,3,3,1,0,0,0,0
1,2015,KKR,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,3,3,0,0,0,3.0,60.0,1,2015,KKR,5,2,3,0,0,0,0
1,2015,KXI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,26,41,41,0,0,1,41.0,157.69230769230768,1,2015,KXI,5,7,9,6,0,2,2
1,2015,KXI,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16,25,25,0,0,1,25.0,156.25,1,2015,KXI,9,8,3,1,0,2,2
1,2015,MI,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,7,3,3,0,0,0,1.5,42.857142857142854,1,2015,MI,1,4,3,0,0,0,0
1,2015,MI,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,18,18,0,0,0,18.0,138.46153846153845,1,2015,MI,3,5,4,2,0,1,1
1,2015,MI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,32,39,39,0,0,1,39.0,121.875,1,2015,MI,5,10,17,1,0,2,2
1,2015,RCB,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,18,29,29,0,0,0,29.0,161.11111111111111,1,2015,RCB,5,7,5,2,0,2,2
1,2015,RCB,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,13,13,0,0,0,13.0,100.0,1,2015,RCB,7,6,5,0,0,2,0
1,2015,RCB,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,28,26,26,0,0,0,26.0,92.85714285714286,1,2015,RCB,28,9,14,4,0,1,0
1,2015,RR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7,13,13,0,0,1,13.0,185.71428571428572,1,2015,RR,5,2,3,0,0,1,1
1,2015,RR,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,37,31,31,0,0,1,31.0,83.78378378378379,1,2015,RR,20,19,13,1,0,4,0
1,2015,SRH,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,15,20,20,0,0,0,20.0,133.33333333333334,1,2015,SRH,4,3,8,2,0,2,0
1,2015,SRH,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,29,53,53,1,0,0,53.0,182.75862068965517,1,2015,SRH,5,10,9,2,0,4,4
1,2016,DD,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,27,27,0,0,0,27.0,142.10526315789474,1,2016,DD,2,6,9,1,0,1,2
1,2016,GL,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,18,30,30,0,0,1,30.0,166.66666666666666,1,2016,GL,32,5,8,1,0,2,2
1,2016,GL,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,9,22,22,0,0,1,22.0,244.44444444444446,1,2016,GL,33,1,2,3,0,2,1
1,2016,KKR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,21,8,8,0,0,1,8.0,38.095238095238095,1,2016,KKR,3,14,6,1,0,0,0
1,2016,KKR,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11,23,23,0,0,1,23.0,209.0909090909091,1,2016,KKR,32,2,3,3,0,2,1
1,2016,KXI,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,0,0,0,1.0,50.0,1,2016,KXI,9,1,1,0,0,0,0
1,2016,KXI,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,32,64,64,1,0,1,64.0,200.0,1,2016,KXI,25,10,9,3,1,4,5
1,2016,MI,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,24,24,24,0,0,0,24.0,100.0,1,2016,MI,32,9,10,3,0,2,0
1,2016,RCB,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,9,9,0,0,0,9.0,112.5,1,2016,RCB,7,4,3,0,0,0,1
1,2016,RCB,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,38,41,41,0,0,0,41.0,107.89473684210526,1,2016,RCB,32,9,23,3,0,3,0
1,2016,SRH,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,5,5,0,0,0,5.0,125.0,1,2016,SRH,4,2,1,0,0,1,0
1,2016,SRH,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,19,30,30,0,0,0,30.0,157.89473684210526,1,2016,SRH,25,4,10,2,0,1,2
1,2017,DD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,5,5,5,0,0,0,5.0,100.0,1,2017,DD,2,2,1,2,0,0,0
1,2017,DD,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,11,11,0,0,0,11.0,78.57142857142857,1,2017,DD,32,8,5,0,0,0,1
1,2017,GL,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,31,26,26,0,0,0,26.0,83.87096774193549,1,2017,GL,32,17,8,4,0,1,1
1,2017,GL,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,7,5,5,0,0,0,5.0,71.42857142857143,1,2017,GL,33,3,3,1,0,0,0
1,2017,KKR,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,5,5,0,0,0,5.0,55.55555555555556,1,2017,KKR,3,4,5,0,0,0,0
1,2017,KKR,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,11,23,23,0,0,0,23.0,209.0909090909091,1,2017,KKR,32,3,3,2,0,1,2
1,2017,KXI,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11,5,5,0,0,0,5.0,45.45454545454545,1,2017,KXI,8,6,5,0,0,0,0
1,2017,MI,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,37,47,40,0,0,1,23.5,127.02702702702703,1,2017,MI,1,16,15,1,0,0,5
1,2017,MI,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,10,10,0,0,0,10.0,76.92307692307692,1,2017,MI,4,6,6,0,0,1,0
1,2017,MI,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,12,12,0,0,1,12.0,100.0,1,2017,MI,32,3,8,0,0,1,0
1,2017,RCB,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,24,28,28,0,0,0,28.0,116.66666666666667,1,2017,RCB,7,11,8,1,0,3,1
1,2017,RCB,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16,21,21,0,0,1,21.0,131.25,1,2017,RCB,32,5,7,2,0,1,1
1,2017,SRH,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20,31,31,0,0,0,31.0,155.0,1,2017,SRH,4,8,5,3,0,2,2
1,2017,SRH,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,34,61,61,1,0,1,61.0,179.41176470588235,1,2017,SRH,32,7,15,4,0,5,3
2,2008,DC,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,1,1,0,0,0,1.0,16.666666666666668,2,2008,DC,5,5,1,0,0,0,0
2,2010,DC,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,24,24,0,0,0,24.0,171.42857142857142,2,2010,DC,10,4,6,1,0,1,2
2,2010,MI,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,6,6,0,0,1,6.0,200.0,2,2010,MI,10,1,0,1,0,1,0
