,batsman_id_,season_,bowling_team_,venue_id_,bowled_sum,caught_sum,caught and bowled_sum,hit wicket_sum,lbw_sum,obstructing the field_sum,retired hurt_sum,run out_sum,stumped_sum,is_dismissed_sum,innings_sum,deliveries_sum,batsman_runs_sum,batsman_runs_amax,50s_sum,100s_sum,not_outs_sum,average_runs_,batsman_id,season,bowling_team,venue_id,0_runs,1_runs,2_runs,3_runs,4_runs,6_runs
16,1,2009,DD,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,5,5,0,0,0,5.0,1,2009,DD,13,2,5,0,0,0,0
17,1,2009,DD,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,6,6,0,0,0,6.0,1,2009,DD,16,2,4,1,0,0,0
18,1,2009,KKR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,27,40,40,0,0,1,40.0,1,2009,KKR,14,6,14,2,0,4,1
19,1,2009,KXI,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,2,0,0,0,2.0,1,2009,KXI,13,1,0,1,0,0,0
20,1,2009,KXI,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,27,56,56,1,0,1,56.0,1,2009,KXI,14,6,8,4,0,7,2
21,1,2009,MI,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,36,36,0,0,0,36.0,1,2009,MI,11,5,16,2,0,1,2
22,1,2009,MI,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,22,23,23,0,0,1,23.0,1,2009,MI,12,8,9,3,0,2,0
23,1,2009,RCB,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,16,16,0,0,0,16.0,1,2009,RCB,12,3,10,0,0,0,1
24,1,2009,RCB,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,18,18,0,0,0,18.0,1,2009,RCB,13,6,10,2,0,1,0
25,1,2009,RCB,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,30,28,28,0,0,0,28.0,1,2009,RCB,16,8,17,4,1,0,0
26,1,2009,RR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19,22,22,0,0,1,22.0,1,2009,RR,14,5,10,3,0,0,1
27,1,2010,DC,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,29,42,42,0,0,0,42.0,1,2010,DC,5,7,16,1,0,3,2
28,1,2010,DC,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,30,30,30,0,0,0,30.0,1,2010,DC,10,11,14,2,0,3,0
29,1,2010,DC,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,7,7,0,0,0,7.0,1,2010,DC,22,7,5,1,0,0,0
30,1,2010,DD,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0.0,1,2010,DD,5,2,0,0,0,0,0
31,1,2010,KKR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,32,66,66,1,0,1,66.0,1,2010,KKR,3,6,10,7,0,6,3
32,1,2010,KXI,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,27,54,54,1,0,1,54.0,1,2010,KXI,23,1,16,3,0,5,2
33,1,2010,MI,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,18,31,31,0,0,0,31.0,1,2010,MI,5,2,9,3,0,4,0
34,1,2010,MI,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,15,22,22,0,0,0,22.0,1,2010,MI,10,4,8,0,0,2,1
35,1,2010,RCB,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,14,14,0,0,0,14.0,1,2010,RCB,5,10,6,2,0,1,0
36,1,2010,RR,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0.0,1,2010,RR,5,1,0,0,0,0,0
37,1,2010,RR,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,18,21,21,0,0,0,21.0,1,2010,RR,20,4,11,1,0,2,0
38,1,2011,DC,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,20,21,21,0,0,0,21.0,1,2011,DC,5,8,9,1,0,1,1
39,1,2011,DD,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,30,63,63,1,0,1,63.0,1,2011,DD,5,3,17,1,0,5,4
40,1,2011,KKR,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,21,29,29,0,0,0,29.0,1,2011,KKR,5,2,15,2,0,1,1
41,1,2011,KTK,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,9,9,0,0,0,9.0,1,2011,KTK,5,1,3,1,0,1,0
42,1,2011,KTK,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,14,14,0,0,1,14.0,1,2011,KTK,24,6,4,0,0,1,1
43,1,2011,KXI,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,42,42,0,0,0,42.0,1,2011,KXI,9,3,6,4,0,4,2
44,1,2011,MI,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,3,3,0,0,0,3.0,1,2011,MI,1,4,1,1,0,0,0
45,1,2011,PW,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,21,26,26,0,0,0,26.0,1,2011,PW,5,8,9,0,1,2,1
46,1,2011,RCB,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,29,29,0,0,0,29.0,1,2011,RCB,1,5,9,1,0,3,1
47,1,2011,RCB,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,29,44,22,0,0,0,22.0,1,2011,RCB,5,8,12,5,0,1,3
48,1,2011,RCB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,40,70,70,1,0,1,70.0,1,2011,RCB,7,12,16,3,0,3,6
49,1,2011,RR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19,41,41,0,0,1,41.0,1,2011,RR,6,5,5,3,0,3,3
50,1,2012,DC,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,33,33,0,0,0,33.0,1,2012,DC,5,5,14,4,1,2,0
51,1,2012,DC,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,7,7,0,0,0,7.0,1,2012,DC,25,5,1,3,0,0,0
52,1,2012,DD,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,18,11,11,0,0,0,11.0,1,2012,DD,2,8,9,1,0,0,0
53,1,2012,DD,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,23,23,0,0,0,23.0,1,2012,DD,5,1,5,1,0,1,2
54,1,2012,KKR,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,21,28,28,0,0,0,28.0,1,2012,KKR,3,8,8,1,0,3,1
55,1,2012,KKR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,37,48,34,0,0,2,24.0,1,2012,KKR,5,7,20,6,0,4,0
56,1,2012,KXI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,4,1,1,0,0,0,1.0,1,2012,KXI,5,3,1,0,0,0,0
57,1,2012,KXI,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,16,6,6,0,0,0,6.0,1,2012,KXI,23,13,2,0,0,1,0
58,1,2012,MI,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,25,25,0,0,0,25.0,1,2012,MI,1,2,7,2,0,2,1
59,1,2012,MI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,6,4,4,0,0,0,4.0,1,2012,MI,5,2,4,0,0,0,0
60,1,2012,MI,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,20,51,51,1,0,1,51.0,1,2012,MI,7,1,7,4,0,6,2
61,1,2012,PW,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,28,28,0,0,1,28.0,1,2012,PW,5,0,6,2,0,3,1
62,1,2012,PW,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,27,25,25,0,0,0,25.0,1,2012,PW,26,7,17,2,0,1,0
63,1,2012,RCB,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,22,39,39,0,0,0,39.0,1,2012,RCB,5,3,9,7,0,1,2
64,1,2012,RR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,15,15,0,0,1,15.0,1,2012,RR,5,3,5,3,0,1,0
65,1,2012,RR,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,16,10,10,0,0,0,10.0,1,2012,RR,6,10,4,1,0,1,0
66,1,2013,DD,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,23,44,44,0,0,0,44.0,1,2013,DD,2,3,10,4,0,5,1
67,1,2013,DD,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,34,58,58,1,0,1,58.0,1,2013,DD,5,8,15,4,1,2,4
68,1,2013,KKR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,7,9,9,0,0,0,9.0,1,2013,KKR,3,0,6,0,1,0,0
69,1,2013,KKR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11,18,18,0,0,1,18.0,1,2013,KKR,5,2,6,1,0,1,1
70,1,2013,KXI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,2,2,0,0,0,2.0,1,2013,KXI,5,0,2,0,0,0,0
71,1,2013,MI,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,12,10,10,0,0,0,10.0,1,2013,MI,1,6,4,1,0,1,0
72,1,2013,MI,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,45,63,63,1,0,1,63.0,1,2013,MI,3,19,15,3,0,3,5
73,1,2013,MI,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,51,51,1,0,0,51.0,1,2013,MI,5,6,11,1,0,5,3
74,1,2013,PW,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,10,10,0,0,0,10.0,1,2013,PW,5,5,7,0,1,0,0
75,1,2013,PW,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16,45,45,0,0,1,45.0,1,2013,PW,26,1,5,3,0,4,3
76,1,2013,RCB,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,22,32,32,0,0,0,32.0,1,2013,RCB,5,5,12,2,0,1,2
77,1,2013,RCB,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,24,24,0,0,0,24.0,1,2013,RCB,7,2,4,0,0,2,2
78,1,2013,RR,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,16,21,21,0,0,0,21.0,1,2013,RR,5,3,7,5,0,1,0
79,1,2013,RR,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,2,0,0,0,2.0,1,2013,RR,6,2,0,1,0,0,0
80,1,2013,SRH,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,2,0,0,0,2.0,1,2013,SRH,4,1,0,1,0,0,0
81,1,2013,SRH,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,36,67,67,1,0,1,67.0,1,2013,SRH,5,13,9,3,0,7,4
82,1,2014,DD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5,12,12,0,0,1,12.0,1,2014,DD,2,2,0,1,0,1,1
83,1,2014,DD,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,32,32,0,0,0,32.0,1,2014,DD,29,2,4,4,0,2,2
84,1,2014,KKR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14,21,21,0,0,1,21.0,1,2014,KKR,3,4,5,3,0,1,1
85,1,2014,KKR,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14,22,22,0,0,1,22.0,1,2014,KKR,28,1,10,1,0,1,1
86,1,2014,KXI,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,29,42,42,0,0,1,42.0,1,2014,KXI,1,12,10,1,0,3,3
87,1,2014,KXI,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20,23,23,0,0,0,23.0,1,2014,KXI,21,6,9,4,0,0,1
88,1,2014,KXI,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11,26,26,0,0,0,26.0,1,2014,KXI,29,1,4,2,0,3,1
89,1,2014,MI,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11,22,22,0,0,1,22.0,1,2014,MI,1,0,6,3,0,1,1
90,1,2014,MI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,8,14,14,0,0,1,14.0,1,2014,MI,31,2,4,0,0,1,1
91,1,2014,RCB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,27,49,49,0,0,1,49.0,1,2014,RCB,7,6,13,1,0,4,3
92,1,2014,RCB,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,7,7,0,0,0,7.0,1,2014,RCB,28,3,1,1,0,1,0
93,1,2014,RR,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16,26,26,0,0,1,26.0,1,2014,RR,28,3,7,3,1,1,1
94,1,2014,RR,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,5,5,0,0,0,5.0,1,2014,RR,31,3,5,0,0,0,0
95,1,2014,SRH,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,39,57,57,1,0,1,57.0,1,2014,SRH,28,14,14,4,1,2,4
96,1,2014,SRH,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13,13,13,0,0,1,13.0,1,2014,SRH,30,3,9,0,0,1,0
97,1,2015,DD,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,30,30,0,0,0,30.0,1,2015,DD,5,11,10,2,0,1,2
98,1,2015,DD,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,22,27,27,0,0,0,27.0,1,2015,DD,27,10,7,1,0,3,1
99,1,2015,KKR,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,1,1,0,0,0,1.0,1,2015,KKR,3,3,1,0,0,0,0
100,1,2015,KKR,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,3,3,0,0,0,3.0,1,2015,KKR,5,2,3,0,0,0,0
101,1,2015,KXI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,26,41,41,0,0,1,41.0,1,2015,KXI,5,7,9,6,0,2,2
102,1,2015,KXI,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16,25,25,0,0,1,25.0,1,2015,KXI,9,8,3,1,0,2,2
103,1,2015,MI,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,7,3,3,0,0,0,1.5,1,2015,MI,1,4,3,0,0,0,0
104,1,2015,MI,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,18,18,0,0,0,18.0,1,2015,MI,3,5,4,2,0,1,1
105,1,2015,MI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,32,39,39,0,0,1,39.0,1,2015,MI,5,10,17,1,0,2,2
106,1,2015,RCB,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,18,29,29,0,0,0,29.0,1,2015,RCB,5,7,5,2,0,2,2
107,1,2015,RCB,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,13,13,0,0,0,13.0,1,2015,RCB,7,6,5,0,0,2,0
108,1,2015,RCB,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,28,26,26,0,0,0,26.0,1,2015,RCB,28,9,14,4,0,1,0
109,1,2015,RR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7,13,13,0,0,1,13.0,1,2015,RR,5,2,3,0,0,1,1
110,1,2015,RR,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,37,31,31,0,0,1,31.0,1,2015,RR,20,19,13,1,0,4,0
111,1,2015,SRH,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,15,20,20,0,0,0,20.0,1,2015,SRH,4,3,8,2,0,2,0
112,1,2015,SRH,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,29,53,53,1,0,0,53.0,1,2015,SRH,5,10,9,2,0,4,4
113,1,2016,DD,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,27,27,0,0,0,27.0,1,2016,DD,2,6,9,1,0,1,2
114,1,2016,GL,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,18,30,30,0,0,1,30.0,1,2016,GL,32,5,8,1,0,2,2
115,1,2016,GL,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,9,22,22,0,0,1,22.0,1,2016,GL,33,1,2,3,0,2,1
116,1,2016,KKR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,21,8,8,0,0,1,8.0,1,2016,KKR,3,14,6,1,0,0,0
117,1,2016,KKR,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11,23,23,0,0,1,23.0,1,2016,KKR,32,2,3,3,0,2,1
118,1,2016,KXI,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,0,0,0,1.0,1,2016,KXI,9,1,1,0,0,0,0
119,1,2016,KXI,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,32,64,64,1,0,1,64.0,1,2016,KXI,25,10,9,3,1,4,5
120,1,2016,MI,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,24,24,24,0,0,0,24.0,1,2016,MI,32,9,10,3,0,2,0
121,1,2016,RCB,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,9,9,0,0,0,9.0,1,2016,RCB,7,4,3,0,0,0,1
122,1,2016,RCB,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,38,41,41,0,0,0,41.0,1,2016,RCB,32,9,23,3,0,3,0
123,1,2016,SRH,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,5,5,0,0,0,5.0,1,2016,SRH,4,2,1,0,0,1,0
124,1,2016,SRH,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,19,30,30,0,0,0,30.0,1,2016,SRH,25,4,10,2,0,1,2
125,1,2017,DD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,5,5,5,0,0,0,5.0,1,2017,DD,2,2,1,2,0,0,0
126,1,2017,DD,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,11,11,0,0,0,11.0,1,2017,DD,32,8,5,0,0,0,1
127,1,2017,GL,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,31,26,26,0,0,0,26.0,1,2017,GL,32,17,8,4,0,1,1
128,1,2017,GL,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,7,5,5,0,0,0,5.0,1,2017,GL,33,3,3,1,0,0,0
129,1,2017,KKR,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,5,5,0,0,0,5.0,1,2017,KKR,3,4,5,0,0,0,0
130,1,2017,KKR,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,11,23,23,0,0,0,23.0,1,2017,KKR,32,3,3,2,0,1,2
131,1,2017,KXI,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11,5,5,0,0,0,5.0,1,2017,KXI,8,6,5,0,0,0,0
132,1,2017,MI,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,37,47,40,0,0,1,23.5,1,2017,MI,1,16,15,1,0,0,5
133,1,2017,MI,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,10,10,0,0,0,10.0,1,2017,MI,4,6,6,0,0,1,0
134,1,2017,MI,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,12,12,0,0,1,12.0,1,2017,MI,32,3,8,0,0,1,0
135,1,2017,RCB,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,24,28,28,0,0,0,28.0,1,2017,RCB,7,11,8,1,0,3,1
136,1,2017,RCB,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16,21,21,0,0,1,21.0,1,2017,RCB,32,5,7,2,0,1,1
137,1,2017,SRH,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20,31,31,0,0,0,31.0,1,2017,SRH,4,8,5,3,0,2,2
138,1,2017,SRH,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,34,61,61,1,0,1,61.0,1,2017,SRH,32,7,15,4,0,5,3
139,2,2008,DC,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,1,1,0,0,0,1.0,2,2008,DC,5,5,1,0,0,0,0
140,2,2010,DC,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14,24,24,0,0,0,24.0,2,2010,DC,10,4,6,1,0,1,2
141,2,2010,MI,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,6,6,0,0,1,6.0,2,2010,MI,10,1,0,1,0,1,0
142,2,2011,DC,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,3,3,0,0,1,3.0,2,2011,DC,5,0,1,1,0,0,0
143,2,2011,KKR,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,54,64,64,1,0,0,64.0,2,2011,KKR,5,19,26,1,0,6,2
144,2,2011,KXI,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0.0,2,2011,KXI,9,1,0,0,0,0,0
145,2,2011,MI,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,9,0,0,0,9.0,2,2011,MI,1,5,3,0,0,0,1
146,2,2011,PW,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,7,7,0,0,0,7.0,2,2011,PW,5,2,1,3,0,0,0
147,2,2012,KXI,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,1.0,2,2012,KXI,23,0,1,0,0,0,0
148,2,2012,RR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5,18,18,0,0,1,18.0,2,2012,RR,6,0,2,0,0,1,2
